,layer,label,surface,dist
844,l4,5267,56.9954688865026,417.0313839117863
845,l4,5268,41.18650671360407,422.67553897654483
846,l4,5275,68.64417785600678,389.4941609650993
847,l23,5282,64.06789933227299,364.73248342493326
848,l4,5290,53.25124100344768,460.560134766522
849,l5,5291,64.06789933227299,493.4288642537705
850,l23,5300,61.15572208989695,360.25698872981593
851,l4,5306,54.49931696446599,405.1906913475843
852,l4,5307,82.78903874754756,443.6528538267912
853,l23,5319,91.5255704746757,348.0327636152034
854,l4,5320,79.46083618483209,470.2459429656192
855,l4,5321,98.18197560010667,477.5295602707233
856,l4,5329,58.65957016786034,427.2240913641212
857,l4,5336,50.339063761071635,481.2272278848704
858,l4,5342,91.94159579501513,452.23539903920306
859,l5,5343,83.62108938822644,484.4597460596561
860,l5,5344,2.9121772423760452,492.2458828522144
861,l23,5350,62.40379805091525,362.37232085553256
862,l4,5357,66.98007657464903,409.889798340611
863,l4,5358,71.55635509838282,420.48444372349036
864,l4,5364,74.46853234075887,427.907590302907
865,l4,5365,65.73200061363073,430.89011554912696
866,l4,5373,63.23584869159412,375.45212417528137
867,l4,5374,65.3159752932913,437.54087011326743
868,l4,5382,68.22815253566735,385.203773556006
869,l23,5397,75.71660830177717,349.75807530917643
870,l4,5403,67.8121272153279,393.27629980796365
871,l4,5408,112.32683649164746,459.60187376752026
872,l4,5409,68.22815253566735,473.9733117861047
873,l23,5419,76.96468426279547,342.4518248878489
874,l23,5424,74.8845576610983,345.2961165060333
875,l4,5431,94.43774771705175,438.3019680951606
876,l4,5438,58.65957016786034,387.25623388087087
877,l23,5446,57.827519527181465,355.73131848973065
878,l5,5447,3.32820256271548,481.9582910588317
879,l23,5452,50.75508908141107,374.6107537029189
880,l4,5453,81.54096278652926,389.0570295203591
881,l4,5454,87.78134259162078,462.1778135825022
882,l23,5466,58.2435448475209,347.50370214828206
883,l4,5484,79.46083618483209,392.8199740536647
884,l4,5485,80.29288682551096,418.88562582838085
885,l4,5495,69.0602031763462,405.65715796343505
886,l23,5501,71.55635509838282,339.413560732383
887,l23,5502,54.91534228480542,345.61595027189105
888,l23,5516,48.6749624797139,336.70327112541156
889,l23,5517,69.0602031763462,340.76690392716904
890,l23,5518,47.01086119835615,350.18895941116455
891,l23,5519,96.1018489984095,358.4595197612177
892,l4,5520,80.29288682551096,467.62322132616316
893,l23,5527,63.23584869159412,352.7025867660299
894,l4,5528,73.22045637974057,458.388728870633
895,l4,5538,71.14032977804338,446.2709063450022
896,l4,5541,96.93389963908835,439.523185129068
897,l4,5542,78.21276022381379,452.1699545962465
898,l23,5553,64.06789933227299,325.8673891368913
899,l4,5564,66.14802593397016,377.50056510246526
900,l4,5565,45.76278523733785,416.75468715040375
901,l4,5566,102.34222880350102,465.90554995535075
902,l4,5573,76.54865894245604,418.18595189440794
903,l4,5592,10.81665832882531,469.0879214014925
904,l23,5595,60.323671449218075,337.90864479406076
905,l4,5601,66.98007657464903,424.08147246028636
906,l4,5602,71.55635509838282,445.1968525812812
907,l23,5612,37.44227883054915,338.99547829790566
908,l23,5613,67.8121272153279,346.0229058094085
909,l4,5614,66.5640512543096,397.97764953636715
910,l4,5615,46.594835878016724,428.4069447151589
911,l4,5616,59.90764612887864,448.36851739982177
912,l23,5623,77.79673490347434,341.04642668260266
913,l23,5629,3.744227883054915,315.0913707617394
914,l4,5637,77.79673490347434,392.8765026166519
915,l4,5650,79.04481086449265,385.96072244036844
916,l4,5651,48.6749624797139,460.24678678718
917,l23,5660,83.62108938822644,356.81108806065384
918,l23,5665,53.66726632378712,361.9795834115844
919,l4,5671,50.339063761071635,400.1557964794442
920,l4,5672,71.97238041872225,455.3746775452587
921,l23,5678,66.14802593397016,316.0949587939504
922,l4,5679,92.773646435694,433.82023238692665
923,l4,5690,44.93073459665898,441.39559411016023
924,l23,5693,116.07106437470237,339.71700420902175
925,l23,5694,69.47622849668565,368.19858893493085
926,l23,5703,92.773646435694,360.8980936673035
927,l4,5715,120.64734289843615,443.8332451707067
928,l4,5722,64.89994997295186,405.2973477566256
929,l23,5727,49.9230384407322,306.8219295741862
930,l4,5728,60.323671449218075,397.8194462401077
931,l4,5737,45.346759916998415,435.56927857149134
932,l4,5738,76.96468426279547,439.6454965820561
933,l23,5752,79.46083618483209,350.6192101017719
934,l4,5753,83.62108938822644,398.1314168906037
935,l23,5760,64.89994997295186,307.5062393024406
936,l23,5761,77.79673490347434,364.46433659931427
937,l23,5772,81.95698810686869,312.6446225201513
938,l23,5773,44.93073459665898,326.20965863555637
939,l23,5774,59.49162080853921,371.26147143392575
940,l4,5787,56.16341824582373,405.6878719800943
941,l23,5791,113.15888713232633,340.2512990643234
942,l23,5792,99.01402624078553,350.28575712229355
943,l23,5799,83.62108938822644,316.2361412083506
944,l23,5811,86.94929195094191,354.4105240435831
945,l23,5812,72.80443105940113,376.58237515433893
946,l4,5813,58.65957016786034,404.9363531640361
947,l23,5830,76.54865894245604,327.26222309025263
948,l23,5831,77.38070958313492,370.0211918660542
949,l4,5842,80.29288682551096,431.47516193489236
950,l4,5853,73.22045637974057,396.0265656907746
951,l23,5859,61.571747410236384,309.70301852733485
952,l23,5860,81.12493746618983,379.03688062775143
953,l23,5869,111.49478585096858,320.51456620912467
954,l4,5870,61.98777273057582,391.13960359744465
955,l4,5871,75.30058298143774,412.1048555726874
956,l4,5872,71.97238041872225,438.38245501495555
957,l23,5887,71.97238041872225,301.3897289229108
958,l23,5896,77.38070958313492,323.3062651089421
959,l4,5897,69.89225381702508,419.899563588987
960,l4,5902,61.98777273057582,396.8134135473693
961,l23,5908,51.587139722089944,329.11077194080764
962,l4,5909,61.571747410236384,415.5491838243161
963,l23,5919,29.95382306443932,381.75867058304647
964,l4,5920,68.22815253566735,421.06085831490293
965,l4,5921,96.51787431874892,423.69880941968535
966,l4,5922,58.65957016786034,431.77268121624695
967,l23,5928,58.65957016786034,339.98951361780075
968,l23,5943,54.083291644126554,308.77980155112806
969,l23,5944,67.39610189498848,370.81785319068354
970,l4,5951,85.70121598992361,401.18013055982436
971,l4,5952,91.94159579501513,424.610203558476
972,l4,5955,50.339063761071635,386.92979006991743
973,l23,5966,65.3159752932913,365.81249037567244
974,l23,5967,48.6749624797139,375.6711362660874
975,l4,5968,82.78903874754756,394.9049349542108
976,l4,5969,58.65957016786034,406.80033221838244
977,l23,5980,59.90764612887864,360.8310456648245
978,l4,5981,99.43005156112497,411.395618282545
979,l23,5994,96.1018489984095,323.97044398059137
980,l23,5995,60.323671449218075,331.6548943571048
981,l4,5996,79.04481086449265,386.277355010239
982,l23,6004,77.79673490347434,292.5096496546684
983,l23,6005,81.95698810686869,318.7024480616481
984,l4,6006,86.94929195094191,422.03053087757905
985,l23,6025,5.408329164412655,279.88228772681566
986,l23,6026,96.93389963908835,304.3109149707837
987,l23,6027,54.083291644126554,379.79952292587825
988,l23,6041,36.19420286953085,346.04296914422804
989,l23,6051,56.579443566163164,323.7478111156337
990,l23,6057,52.41919036276881,290.3654308660411
991,l4,6058,74.8845576610983,391.184127015548
992,l23,6068,33.2820256271548,330.4856236481997
993,l23,6069,66.5640512543096,373.319954546557
994,l4,6070,6.65640512543096,423.9931799925628
995,l23,6075,71.97238041872225,282.0962273168015
996,l23,6076,72.3884057390617,295.99575447543066
997,l4,6082,86.53326663060248,409.5249670630456
